frequency_hz,mean_response_db,response_standard_deviation_db,mean_chirp_level_dbfs,chirp_level_standard_deviation_db,mean_noise_level_dbfs,noise_level_standard_deviation_db,mean_snr_db,response_1_db,response_2_db,response_3_db,response_4_db,response_5_db,response_6_db,response_7_db,response_8_db,chirp_level_1_dbfs,chirp_level_2_dbfs,chirp_level_3_dbfs,chirp_level_4_dbfs,chirp_level_5_dbfs,chirp_level_6_dbfs,chirp_level_7_dbfs,chirp_level_8_dbfs,noise_level_1_dbfs,noise_level_2_dbfs,noise_level_3_dbfs,noise_level_4_dbfs,noise_level_5_dbfs,noise_level_6_dbfs,noise_level_7_dbfs,noise_level_8_dbfs
5368.73747495,-46.91466406,2.66048162,-69.20550316,2.66048162,-128.68161313,2.13201719,59.47610996,-52.25404731,-48.59862734,-47.63235709,-46.76684086,-46.53835111,-44.82289625,-44.43825027,-44.26594225,-74.54488642,-70.88946644,-69.92319620,-69.05767996,-68.82919021,-67.11373536,-66.72908937,-66.55678135,-129.12886279,-129.42525378,-129.61135405,-129.68634833,-123.49483176,-130.06984190,-128.75833447,-129.27807794
5411.82364729,-45.33021163,1.56093345,-67.49562683,1.56093345,-129.19456083,1.17658711,61.69893400,-47.83054484,-46.84371314,-46.09164119,-45.43505022,-45.29885689,-43.93450869,-43.68031525,-43.52706283,-69.99596004,-69.00912834,-68.25705639,-67.60046541,-67.46427209,-66.09992389,-65.84573045,-65.69247803,-128.29914769,-129.39090892,-131.16015871,-129.42360993,-127.09265145,-129.75683227,-128.90115092,-129.53202672
5454.90981964,-44.86743353,0.96373153,-66.91089813,0.96373153,-129.00797207,1.23985081,62.09707395,-45.64936618,-46.05729143,-45.67833618,-45.16370722,-45.08586498,-43.94682834,-43.74659637,-43.61147757,-67.69283077,-68.10075602,-67.72180078,-67.20717181,-67.12932957,-65.99029293,-65.79006096,-65.65494216,-128.63074604,-129.02049282,-130.63290220,-129.44949735,-126.38590712,-129.95992022,-128.97116384,-129.01314701
5497.99599198,-45.27647814,0.71741279,-67.20069175,0.71741279,-128.97939494,1.56762725,61.77870319,-45.21103636,-46.02363164,-46.14131263,-45.71659841,-45.67072320,-44.65922374,-44.45350046,-44.33579867,-67.13524998,-67.94784525,-68.06552624,-67.64081202,-67.59493681,-66.58343735,-66.37771408,-66.26001229,-128.29034132,-129.58187069,-130.14921012,-129.44244972,-125.36429086,-130.10392864,-129.48426641,-129.41880178
5541.08216433,-45.68552274,0.67627677,-67.49048538,0.67627677,-128.36126438,3.49205146,60.87077900,-44.77270655,-45.98997185,-46.60428908,-46.26948960,-46.25558142,-45.37161913,-45.16040456,-45.06011977,-66.57766918,-67.79493448,-68.40925171,-68.07445223,-68.06054405,-67.17658177,-66.96536719,-66.86508241,-127.81800707,-129.58139440,-130.47777509,-130.18326573,-119.96070354,-130.14595249,-129.46710518,-129.25591151
5584.16833667,-46.71689992,0.78884454,-68.42819421,0.78884454,-127.87211138,4.23054381,59.44391717,-45.38408597,-46.60913898,-47.73038561,-47.44875474,-47.47517763,-46.54521584,-46.31268488,-46.22975575,-67.09538025,-68.32043326,-69.44167989,-69.16004903,-69.18647191,-68.25651012,-68.02397916,-67.94105003,-128.44220649,-129.21170327,-129.36244914,-129.69046933,-117.46229640,-130.01950280,-129.27831033,-129.50995330
5627.25450902,-47.81640226,0.95004382,-69.43682867,0.95004382,-128.97330414,1.97322655,59.53647547,-46.11037439,-47.29976941,-48.92907220,-48.69658745,-48.76425699,-47.76929908,-47.51371940,-47.44813921,-67.73080079,-68.92019581,-70.54949861,-70.31701385,-70.38468339,-69.38972548,-69.13414581,-69.06856561,-129.11938368,-129.54683298,-129.60535648,-129.99630351,-124.16982133,-129.69332929,-129.37648747,-130.27891839
5670.34068136,-48.72685507,1.03482579,-70.24831914,1.03482579,-129.45391907,1.05760518,59.20559993,-46.99934657,-48.01419025,-49.97025716,-49.71318272,-49.80710106,-48.64394141,-48.36151924,-48.30530212,-68.52081064,-69.53565432,-71.49172123,-71.23464679,-71.32856513,-70.16540548,-69.88298331,-69.82676619,-128.74697614,-129.16620536,-130.27318002,-129.41865641,-127.31512150,-130.56034781,-130.03345791,-130.11740738
5713.42685371,-49.03865100,0.99617408,-70.43552029,0.99617408,-129.75109975,0.85136407,59.31557946,-48.40348402,-48.80394743,-50.51268695,-49.99752610,-50.07020008,-48.41202086,-48.09074259,-48.01859997,-69.80035332,-70.20081672,-71.90955624,-71.39439539,-71.46706938,-69.80889015,-69.48761189,-69.41546926,-129.61579173,-130.48910283,-130.77000010,-129.49239575,-127.97954777,-130.13960759,-129.52017289,-130.00217936
5756.51302605,-49.35044693,1.27275926,-70.62272145,1.27275926,-129.60914850,0.54444854,58.98642704,-49.80762147,-49.59370460,-51.05511673,-50.28186948,-50.33329910,-48.18010031,-47.81996594,-47.73189781,-71.07989599,-70.86597912,-72.32739125,-71.55414400,-71.60557362,-69.45237483,-69.09224046,-69.00417233,-129.84481181,-129.57256340,-130.58501560,-129.39373638,-128.73748788,-129.87250718,-129.18001451,-129.68705121
5799.59919840,-49.64498718,1.64606213,-70.79603544,1.64606213,-129.81599630,0.50738299,59.01996086,-51.90238351,-49.96475061,-51.20273666,-50.35662270,-50.34449987,-48.04349945,-47.70144418,-47.64396045,-73.05343177,-71.11579887,-72.35378492,-71.50767097,-71.49554814,-69.19454771,-68.85249245,-68.79500871,-129.20626613,-129.49010270,-130.21302652,-129.83876195,-129.08670776,-130.50446519,-130.04355447,-130.14508568
5842.68537074,-49.92696338,2.27237942,-70.95923804,2.27237942,-130.00977203,0.64287476,59.05053399,-54.49999663,-50.03092858,-51.06289134,-50.27877110,-50.17229086,-47.97630186,-47.69378083,-47.70074583,-75.53227129,-71.06320324,-72.09516600,-71.31104576,-71.20456552,-69.00857652,-68.72605549,-68.73302049,-128.98887730,-129.86140394,-130.37178252,-130.34651082,-129.10575287,-130.49079596,-130.71779096,-130.19526187
5885.77154309,-50.20893958,3.06321945,-71.12244064,3.06321945,-129.88310247,0.62137685,58.76066183,-57.09760975,-50.09710655,-50.92304603,-50.20091950,-50.00008185,-47.90910426,-47.68611748,-47.75753122,-78.01111081,-71.01060760,-71.83654708,-71.11442056,-70.91358290,-68.82260532,-68.59961854,-68.67103228,-129.35110753,-129.44465450,-129.51042889,-130.85589359,-129.48273744,-130.68045767,-129.45391073,-130.28562937
5928.85771543,-50.52771176,3.05681315,-71.32758715,3.05681315,-129.80344792,0.41225147,58.47586077,-57.53163959,-50.86564536,-50.89079277,-50.19683935,-50.02037326,-48.32671006,-48.11764724,-48.27204641,-78.33151498,-71.66552075,-71.69066816,-70.99671474,-70.82024865,-69.12658545,-68.91752263,-69.07192180,-129.07953589,-129.93203165,-129.84061077,-129.44589706,-129.85160480,-130.51420156,-129.88772329,-129.87597832
5971.94388778,-50.84979985,3.00284137,-71.53651348,3.00284137,-129.84459914,0.73394660,58.30808566,-57.77069535,-51.69747832,-50.86823532,-50.19940721,-50.05801210,-48.78800454,-48.58875544,-48.82781051,-78.45740898,-72.38419195,-71.55494895,-70.88612084,-70.74472574,-69.47471817,-69.27546908,-69.51452415,-128.40652360,-129.66246618,-130.65084090,-130.33502489,-129.40988425,-130.57431585,-129.68990770,-130.02782977
6015.03006012,-51.35778628,2.66570855,-71.93272806,2.66570855,-129.76724070,0.92352054,57.83451264,-57.27745136,-52.73827675,-51.40680781,-50.71866506,-50.58195548,-49.45350317,-49.21143192,-49.47419868,-77.85239314,-73.31321853,-71.98174958,-71.29360683,-71.15689726,-70.02844495,-69.78637370,-70.04914045,-128.32233454,-129.81508232,-130.79619137,-130.17473348,-129.60031838,-130.44755598,-128.48787705,-130.49383244
6058.11623246,-52.40603975,1.77188853,-72.87324906,1.77188853,-129.89269086,1.07617001,57.01944179,-54.65596123,-54.38638108,-53.57616421,-52.73955319,-52.51922142,-50.71247015,-50.27460372,-50.38396303,-75.12317054,-74.85359039,-74.04337352,-73.20676250,-72.98643073,-71.17967946,-70.74181303,-70.85117234,-129.84007854,-130.97965118,-130.19204707,-130.37670815,-130.20920223,-130.10729559,-127.35920953,-130.07733458
6101.20240481,-53.45429323,1.99928486,-73.81377007,1.99928486,-129.89247382,1.16308525,56.07870375,-52.03447109,-56.03448541,-55.74552062,-54.76044132,-54.45648736,-51.97143713,-51.33777551,-51.29372739,-72.39394793,-76.39396225,-76.10499746,-75.11991817,-74.81596420,-72.33091397,-71.69725235,-71.65320423,-129.58536423,-130.05387099,-130.35972346,-130.67607905,-130.33608121,-130.34073263,-127.14398363,-130.64395540
6144.28857715,-52.63107065,2.28183120,-72.88595416,2.28183120,-130.42867267,0.75146787,57.54271851,-50.32126975,-55.62643663,-55.16243645,-54.18408180,-53.75634082,-51.21685171,-50.47519979,-50.30594829,-70.57615325,-75.88132013,-75.41731995,-74.43896530,-74.01122432,-71.47173522,-70.73008330,-70.56083180,-130.35617969,-130.55100529,-131.35193116,-130.46446153,-129.59687617,-131.29973708,-129.17006572,-130.63912470
6187.37474950,-50.53222315,2.16422666,-70.68465299,2.16422666,-130.30924836,0.78123803,59.62459537,-49.22717108,-53.81688437,-52.70324928,-51.83740100,-51.25849608,-49.08980009,-48.30000694,-48.02477636,-69.37960092,-73.96931422,-72.85567912,-71.98983084,-71.41092592,-69.24222993,-68.45243679,-68.17720620,-129.58785628,-130.45089906,-131.53656764,-130.95910241,-130.60123921,-130.48969031,-129.18017762,-129.66845434
6230.46092184,-48.43337565,2.14123093,-68.48335183,2.14123093,-130.29592383,0.68091402,61.81257200,-48.13307241,-52.00733212,-50.24406212,-49.49072020,-48.76065135,-46.96274846,-46.12481409,-45.74360443,-68.18304859,-72.05730830,-70.29403829,-69.54069638,-68.81062753,-67.01272464,-66.17479027,-65.79358060,-130.43353303,-129.91016863,-130.23981903,-130.79378732,-129.98623247,-130.87499650,-128.99476976,-131.13408390
6273.54709419,-47.69324090,1.99226799,-67.64558255,1.99226799,-130.13186981,0.87667615,62.48628725,-48.13103874,-50.97059040,-49.27950755,-48.51044052,-47.83761057,-46.20385812,-45.43767305,-45.17520824,-68.08338039,-70.92293205,-69.23184920,-68.46278217,-67.78995222,-66.15619977,-65.39001470,-65.12754989,-129.55426379,-130.43601001,-130.34419628,-129.89865802,-130.80592176,-130.92284263,-128.30373274,-130.78933322
6316.63326653,-47.05015707,1.87696361,-66.90520841,1.87696361,-130.20065825,0.77338911,63.29544984,-48.20700972,-49.98904944,-48.42171245,-47.62776093,-47.02705579,-45.54269359,-44.85682143,-44.72915318,-68.06206107,-69.84410078,-68.27676379,-67.48281227,-66.88210714,-65.39774494,-64.71187278,-64.58420452,-129.03780394,-130.21128347,-130.21150208,-130.63628883,-131.07778035,-130.55579887,-129.04001721,-130.83479125
6359.71943888,-46.58509232,1.84897835,-66.34423589,1.84897835,-129.53199784,0.77303108,63.18776196,-48.39908373,-49.29935409,-47.75009830,-46.94246904,-46.40889897,-45.03836254,-44.43430755,-44.40816431,-68.15822730,-69.05849766,-67.50924188,-66.70161261,-66.16804254,-64.79750611,-64.19345112,-64.16730789,-128.96633734,-128.94384289,-129.29581278,-130.20031497,-130.10977946,-130.25861306,-128.24486721,-130.23641504
6402.80561122,-46.59649041,1.93837260,-66.26342652,1.93837260,-129.82078583,0.57112797,63.55735931,-48.90190408,-49.39077498,-47.57679200,-46.78547956,-46.30568960,-44.95379168,-44.43557996,-44.42191144,-68.56884019,-69.05771108,-67.24372811,-66.45241567,-65.97262571,-64.62072778,-64.10251607,-64.08884755,-129.55716929,-129.16344588,-130.98849064,-129.70733767,-130.24016865,-129.92721299,-129.51237125,-129.47009027
6445.89178357,-46.60788850,2.04718048,-66.18261715,2.04718048,-130.59128350,0.48173338,64.40866635,-49.40472443,-49.48219586,-47.40348569,-46.62849008,-46.20248023,-44.86922081,-44.43685237,-44.43565856,-68.97945308,-69.05692451,-66.97821434,-66.20321872,-65.77720888,-64.44394946,-64.01158102,-64.01038721,-131.33498516,-130.77567654,-130.80655279,-130.65755120,-130.31632381,-130.47487938,-129.65172038,-130.71257872
6488.97795591,-46.41361530,1.96722677,-65.89921063,1.96722677,-130.36530903,0.62375861,64.46609840,-49.32215272,-49.03085054,-47.11487978,-46.35954974,-45.99219629,-44.72915906,-44.37559471,-44.38453957,-68.80774805,-68.51644588,-66.60047511,-65.84514507,-65.47779162,-64.21475439,-63.86119004,-63.87013490,-129.94097516,-130.31763283,-130.54226323,-131.04686683,-130.88787664,-130.52158282,-129.06439881,-130.60087592
6532.06412826,-46.08821542,1.76381775,-65.48663737,1.76381775,-129.93338700,0.77307915,64.44674962,-48.86636161,-48.23346215,-46.75276407,-46.01923462,-45.71364646,-44.55371884,-44.27447070,-44.29206488,-68.26478357,-67.63188411,-66.15118603,-65.41765658,-65.11206842,-63.95214080,-63.67289266,-63.69048684,-130.71413064,-129.56093485,-130.88735224,-130.79519167,-129.45241785,-129.63699189,-128.75348959,-129.66658726
6575.15030060,-45.76281553,1.56780278,-65.07406412,1.56780278,-130.16437398,0.42359443,65.09030986,-48.41057050,-47.43607376,-46.39064836,-45.67891950,-45.43509664,-44.37827862,-44.17334670,-44.19959019,-67.72181909,-66.74732234,-65.70189695,-64.99016808,-64.74634522,-63.68952720,-63.48459529,-63.51083877,-130.26607885,-130.18109138,-130.33592099,-130.74099320,-129.53632209,-130.15324283,-129.56949843,-130.53184404
6618.23647295,-45.43845477,1.16751542,-64.66728746,1.16751542,-130.42495020,0.52739014,65.75766274,-47.29582870,-46.69901819,-46.03671005,-45.43132397,-45.23529328,-44.33393132,-44.22603615,-44.24949645,-66.52466140,-65.92785088,-65.26554274,-64.66015666,-64.46412597,-63.56276401,-63.45486884,-63.47832914,-130.47316786,-130.75394181,-130.71942049,-130.43243395,-129.66433670,-130.74085878,-129.58528178,-131.03016019
6661.32264529,-45.11414946,0.76792120,-64.26082017,0.76792120,-130.56644197,0.38784765,66.30562181,-46.14591819,-45.96518264,-45.68320818,-45.18867697,-45.03969269,-44.29658056,-44.28693473,-44.30700170,-65.29258890,-65.11185335,-64.82987888,-64.33534768,-64.18636340,-63.44325127,-63.43360544,-63.45367241,-130.62210085,-130.08511658,-131.15187919,-130.71697318,-130.92247521,-130.60752408,-130.40527574,-130.02019094
6704.40881764,-45.03471789,0.42963620,-64.10179261,0.42963620,-130.37065381,0.59480221,66.26886120,-45.20761339,-45.58887599,-45.55219255,-45.17262482,-45.05941228,-44.49648870,-44.58392709,-44.61660829,-64.27468811,-64.65595072,-64.61926728,-64.23969954,-64.12648701,-63.56356342,-63.65100182,-63.68368301,-131.05457398,-130.48434996,-130.78578661,-131.19286172,-130.12565539,-129.85490577,-129.66402697,-129.80307011
6747.49498998,-45.56066863,0.40694205,-64.55449109,0.40694205,-130.13947270,0.62647735,65.58498162,-44.79244494,-46.09646028,-45.97121240,-45.71676552,-45.61145123,-45.28295357,-45.46459572,-45.54946541,-63.78626739,-65.09028274,-64.96503485,-64.71058798,-64.60527368,-64.27677602,-64.45841818,-64.54328786,-129.38890664,-129.31760982,-130.29098038,-130.52198629,-129.93107003,-131.21858504,-129.98118396,-130.46545946
6790.58116232,-46.08661938,0.71131888,-65.00718956,0.71131888,-131.32019413,0.37127804,66.31300457,-44.37727649,-46.60404457,-46.39023225,-46.26090622,-46.16349017,-46.06941844,-46.34526435,-46.48232253,-63.29784667,-65.52461475,-65.31080243,-65.18147641,-65.08406035,-64.98998862,-65.26583453,-65.40289271,-131.00763302,-131.59672175,-131.28355097,-131.80089296,-130.75692103,-131.51244807,-130.98276250,-131.62062274
6833.66733467,-46.91687950,0.86612584,-65.75402904,0.86612584,-131.35111763,0.46014461,65.59708859,-44.80281120,-47.35777335,-47.22249231,-47.17188568,-47.14846139,-46.96270829,-47.22342396,-47.44547979,-63.63996074,-66.19492290,-66.05964186,-66.00903523,-65.98561094,-65.79985784,-66.06057350,-66.28262933,-131.21256883,-131.44204286,-131.52469845,-131.80990976,-131.21957759,-131.39681700,-130.37015743,-131.83316913
6876.75350701,-47.92843031,0.90359117,-66.67610147,0.90359117,-131.13408924,0.67762449,64.45798777,-45.72919033,-48.25814140,-48.30093805,-48.30140737,-48.39134972,-47.91963855,-48.10008883,-48.42668820,-64.47686150,-67.00581256,-67.04860921,-67.04907853,-67.13902089,-66.66730971,-66.84775999,-67.17435936,-130.64348100,-131.28370581,-131.53810634,-131.43110677,-131.31511124,-131.98690083,-129.74138110,-131.13292081
6919.83967936,-48.93998112,0.95668376,-67.59817389,0.95668376,-131.52726354,1.07360170,63.92908965,-46.65556947,-49.15850945,-49.37938378,-49.43092906,-49.63423806,-48.87656880,-48.97675370,-49.40789661,-65.31376225,-67.81670223,-68.03757655,-68.08912183,-68.29243083,-67.53476158,-67.63494647,-68.06608939,-130.13784644,-130.50464535,-132.58003372,-132.46969202,-131.36489829,-132.02917567,-130.37966334,-132.75215349
6962.92585170,-49.85182879,0.81571289,-68.42513676,0.81571289,-131.62398075,0.48182159,63.19884399,-48.21798730,-49.67322277,-50.54194647,-50.54966759,-50.77819082,-49.71019683,-49.51353084,-49.82988774,-66.79129526,-68.24653073,-69.11525444,-69.12297555,-69.35149878,-68.28350480,-68.08683881,-68.40319570,-130.94026672,-131.06294489,-132.24730260,-132.04375166,-131.35213955,-132.06823320,-131.58196917,-131.69523822
7006.01202405,-50.76009597,0.85957772,-69.24868409,0.85957772,-131.52052768,1.13171093,62.27184359,-49.80324629,-50.17408661,-51.70752995,-51.66801887,-51.91859064,-50.53939688,-50.03810207,-50.23179648,-68.29183440,-68.66267472,-70.19611806,-70.15660699,-70.40717876,-69.02798499,-68.52669019,-68.72038460,-132.29282994,-131.28015711,-132.39472605,-132.04218675,-128.90634141,-132.13362247,-131.38073349,-131.73362422
7049.09819639,-51.69397479,1.05599317,-70.09924901,1.05599317,-131.58862420,1.30847140,61.48937519,-52.50717682,-50.95093377,-52.75568623,-52.57724040,-52.77940559,-51.10333095,-50.37508962,-50.50293493,-70.91245104,-69.35620799,-71.16096045,-70.98251462,-71.18467981,-69.50860517,-68.78036384,-68.90820915,-131.05195822,-131.78378700,-132.65093319,-132.76894300,-128.64608343,-132.17830638,-131.69485219,-131.93413018
7092.18436874,-52.68649077,2.39672203,-71.01166999,2.39672203,-131.44265152,2.17330949,60.43098153,-57.77227643,-52.35963748,-53.53499606,-53.00766483,-53.00011831,-51.05994556,-50.28260926,-50.47467822,-76.09745565,-70.68481670,-71.86017528,-71.33284406,-71.32529753,-69.38512478,-68.60778848,-68.79985744,-131.88909729,-132.31890729,-132.53300203,-132.88128862,-126.19063746,-132.51954856,-131.46018092,-131.74854999
7135.27054108,-53.67900675,4.10520794,-71.92409097,4.10520794,-131.72670674,1.65424969,59.80261577,-63.03737603,-53.76834119,-54.31430588,-53.43808927,-53.22083103,-51.01656016,-50.19012889,-50.44642151,-81.28246026,-72.01342542,-72.55939011,-71.68317350,-71.46591526,-69.26164439,-68.43521312,-68.69150574,-131.00479645,-132.58519954,-132.68838635,-132.71051463,-128.00803439,-133.17316860,-131.64001935,-132.00353464
7178.35671343,-53.45338231,4.54261930,-71.62127497,4.54261930,-131.88285171,1.40079330,60.26157674,-63.87135731,-54.06715837,-53.90392658,-52.91438503,-52.62750864,-50.45312756,-49.76702734,-50.02256764,-82.03924997,-72.23505103,-72.07181925,-71.08227769,-70.79540131,-68.62102022,-67.93492000,-68.19046031,-130.32231773,-132.20545762,-132.46187764,-132.97465686,-129.08856776,-132.70801529,-132.64973571,-132.65218507
7221.44288577,-52.55045158,4.26119548,-70.64276704,4.26119548,-132.31950101,0.87389469,61.67673397,-62.24156325,-53.74886021,-52.83206038,-51.86016942,-51.58156922,-49.60054008,-49.16009492,-49.37875520,-80.33387870,-71.84117567,-70.92437584,-69.95248487,-69.67388468,-67.69285553,-67.25241037,-67.47107065,-130.62314298,-131.74178165,-132.56451300,-133.41344215,-131.87621840,-132.85165049,-132.88397477,-132.60128461
7264.52905812,-51.64752086,3.99928346,-69.66425911,3.99928346,-132.36400830,0.63822043,62.69974919,-60.61176919,-53.43056205,-51.76019419,-50.80595380,-50.53562981,-48.74795259,-48.55316250,-48.73494275,-78.62850743,-71.44730030,-69.77693243,-68.82269205,-68.55236805,-66.76469084,-66.56990074,-66.75168099,-131.08295368,-132.03502330,-133.15038997,-132.41247246,-132.24466262,-132.86924849,-132.29797403,-132.81934185
7307.61523046,-50.77531940,2.94390231,-68.72083888,2.94390231,-132.93118021,0.97115232,64.21034133,-57.01130759,-52.62848523,-51.18159502,-50.30606177,-49.93975351,-48.50491119,-48.28527686,-48.34516400,-74.95682707,-70.57400471,-69.12711451,-68.25158126,-67.88527300,-66.45043068,-66.23079634,-66.29068349,-131.11986628,-132.60385363,-133.36520383,-134.12230788,-133.19668820,-132.72102889,-132.32742162,-133.99307136
7350.70140281,-49.90370246,1.94504482,-67.77808609,1.94504482,-132.73833925,0.55562459,64.96025316,-53.37336046,-51.81720609,-50.61237866,-49.81671394,-49.35243819,-48.27346441,-48.02384047,-47.96021742,-71.24774410,-69.69158972,-68.48676229,-67.69109758,-67.22682183,-66.14784804,-65.89822411,-65.83460105,-131.93396545,-132.53673503,-133.20211743,-133.41193096,-132.66004575,-132.82706223,-132.04273060,-133.29212652
7393.78757515,-49.21427729,1.36565192,-67.01893200,1.36565192,-132.69907246,0.90067601,65.68014046,-50.65637253,-51.22980833,-50.12212639,-49.39547377,-48.84281248,-48.07630731,-47.76860955,-47.62270797,-68.46102724,-69.03446303,-67.92678110,-67.20012847,-66.64746719,-65.88096201,-65.57326426,-65.42736268,-131.33165133,-132.07234280,-133.41628119,-133.92794083,-132.57597650,-132.84994179,-131.88664608,-133.53179912
7436.87374749,-48.91200965,1.30973577,-66.64992515,1.30973577,-133.09094824,0.49668458,66.44102309,-49.89642286,-51.11815849,-49.79967285,-49.11896235,-48.49827718,-47.95201576,-47.52656525,-47.38600243,-67.63433837,-68.85607400,-67.53758835,-66.85687786,-66.23619268,-65.68993126,-65.26448075,-65.12391793,-132.82489894,-132.68596583,-132.83336505,-133.99991282,-132.67233213,-133.36029970,-132.76464147,-133.58616998
7479.95991984,-48.60974200,1.28381158,-66.28091830,1.28381158,-133.15560249,0.78807648,66.87468419,-49.13647320,-51.00650866,-49.47721931,-48.84245094,-48.15374187,-47.82772421,-47.28452094,-47.14929688,-66.80764950,-68.67768496,-67.14839561,-66.51362724,-65.82491817,-65.49890051,-64.95569724,-64.82047318,-131.70107765,-133.31045986,-133.19381840,-134.29818159,-132.83753809,-133.78804554,-132.62160378,-133.49409505
7523.04609218,-48.24746439,1.21258223,-65.85478757,1.21258223,-133.01887379,0.70186627,67.16408622,-48.72965460,-50.55228400,-49.04128135,-48.43082877,-47.77947374,-47.54448755,-47.01575560,-46.88594952,-66.33697777,-68.15960718,-66.64860453,-66.03815194,-65.38679692,-65.15181072,-64.62307878,-64.49327270,-131.88614894,-133.67640852,-133.08167934,-133.27770043,-133.90597467,-133.39628786,-132.22312625,-132.70366432
7566.13226453,-47.85408849,1.11241201,-65.39905417,1.11241201,-133.33080380,0.57638330,67.93174963,-48.50583508,-49.92053069,-48.54653365,-47.94918968,-47.38979750,-47.17888255,-46.73314292,-46.60879587,-66.05080076,-67.46549636,-66.09149933,-65.49415535,-64.93476318,-64.72384823,-64.27810860,-64.15376155,-132.73195672,-133.15741407,-133.71465273,-133.84172589,-132.72146760,-134.30925802,-133.28364385,-132.88631150
7609.21843687,-47.46071260,1.02066915,-64.94332078,1.02066915,-133.33892655,0.58786689,68.39560578,-48.28201557,-49.28877737,-48.05178595,-47.46755058,-47.00012126,-46.81327756,-46.45053024,-46.33164223,-65.76462375,-66.77138555,-65.53439413,-64.95015876,-64.48272944,-64.29588574,-63.93313842,-63.81425041,-132.81532483,-133.47862446,-133.82167432,-133.89716222,-132.83950418,-133.86992046,-132.35731446,-133.63188751
7652.30460922,-47.36908775,1.02459190,-64.79371844,1.02459190,-133.71283025,0.27922799,68.91911180,-48.46448995,-49.01429423,-47.92845831,-47.41342253,-46.92583919,-46.68181914,-46.32461067,-46.19976794,-65.88912065,-66.43892493,-65.35308901,-64.83805322,-64.35046989,-64.10644984,-63.74924137,-63.62439864,-133.77475387,-133.40557718,-134.07037458,-133.96205223,-133.98600767,-133.68144065,-133.41558517,-133.40685061
7695.39078156,-47.27826972,1.04468303,-64.64493464,1.04468303,-133.87627496,0.14203036,69.23134032,-48.64805068,-48.74076635,-47.80612377,-47.36043755,-46.85240042,-46.55098678,-46.19911006,-46.06828211,-66.01471560,-66.10743128,-65.17278869,-64.72710247,-64.21906535,-63.91765171,-63.56577499,-63.43494703,-134.11244410,-133.78836528,-133.81613151,-133.74159423,-133.88418685,-133.81731353,-134.07942737,-133.77073682
7738.47695391,-47.28328898,1.04516718,-64.59486952,1.04516718,-134.05452127,0.53460145,69.45965175,-48.78949537,-48.62202277,-47.76599535,-47.39343218,-46.86720624,-46.55313424,-46.20370053,-46.07132517,-66.10107591,-65.93360331,-65.07757589,-64.70501272,-64.17878678,-63.86471478,-63.51528107,-63.38290571,-133.69031318,-134.31349247,-134.35397163,-134.32903033,-134.18551717,-134.45896436,-132.86289454,-134.24198649
7781.56312625,-47.47770100,0.98297363,-64.73989132,0.98297363,-134.19233885,0.60881436,69.45244753,-48.84771074,-48.80916244,-47.88832190,-47.59633891,-47.05640017,-46.81807515,-46.46537574,-46.34022295,-66.10990106,-66.07135276,-65.15051222,-64.85852923,-64.31859049,-64.08026546,-63.72756606,-63.60241327,-133.25582915,-133.86066271,-134.39466252,-134.86453672,-134.47115417,-134.73669583,-133.40818204,-134.54698765
7824.64929860,-47.67211302,0.92261964,-64.88491312,0.92261964,-134.40320170,0.59150339,69.51828859,-48.90592612,-48.99630210,-48.01064844,-47.79924564,-47.24559411,-47.08301605,-46.72705095,-46.60912073,-66.11872622,-66.20910220,-65.22344854,-65.01204574,-64.45839421,-64.29581615,-63.93985105,-63.82192083,-135.16238479,-133.63665556,-134.54979769,-134.81324329,-134.49577092,-134.56244392,-133.39406982,-134.61124764
7867.73547094,-48.04647023,0.82807958,-65.19848824,0.82807958,-134.01081644,0.36995234,68.81232819,-48.92841563,-49.35360516,-48.41046162,-48.24004919,-47.68887890,-47.51925319,-47.16330271,-47.06779543,-66.08043365,-66.50562317,-65.56247963,-65.39206721,-64.84089691,-64.67127120,-64.31532073,-64.21981345,-133.72938480,-133.33615363,-133.79224302,-134.00365431,-134.39026230,-134.31127368,-134.35019598,-134.17336378
7910.82164329,-48.50759943,0.74274719,-65.59334205,0.74274719,-134.40096235,0.53350688,68.80762030,-48.93367766,-49.79296329,-48.94408258,-48.79556979,-48.25468971,-48.03809167,-47.68373763,-47.61798312,-66.01942028,-66.87870591,-66.02982520,-65.88131241,-65.34043233,-65.12383429,-64.76948025,-64.70372574,-134.24266801,-133.53723023,-134.80380735,-134.98514029,-134.60585990,-134.98718705,-134.17500283,-133.87080314
7953.90781563,-48.97110267,0.69748352,-65.99062685,0.69748352,-134.69328982,0.30009345,68.70266297,-48.94544671,-50.23091137,-49.47970723,-49.35177625,-48.82270578,-48.55918835,-48.20755757,-48.17152806,-65.96497090,-67.25043556,-66.49923141,-66.37130043,-65.84222997,-65.57871254,-65.22708176,-65.19105225,-134.80768215,-134.16354306,-135.13106539,-134.62328164,-134.87438112,-134.52964041,-134.50824099,-134.90848384
7996.99398798,-49.61028428,0.57356331,-66.56780518,0.57356331,-134.86358747,0.51828933,68.29578229,-49.43873593,-50.56451508,-50.16360487,-49.95873685,-49.55391046,-49.24739185,-48.98186907,-48.97351009,-66.39625684,-67.52203599,-67.12112577,-66.91625776,-66.51143137,-66.20491276,-65.93938998,-65.93103099,-135.33439464,-134.87246298,-135.01587368,-134.05614479,-135.18299383,-135.28526831,-134.05939825,-135.10216327
